BaseId,Source,SourceId,Roadway,Direction,Location,Latitude,Longitude,ViewId,Url,Status,Description
114,RWIS (MTO),ER-39,Highway 62,Unknown,Highway 62 near Highway 33,43.988219,-77.250673,336,https://511on.ca/map/Cctv/336,Enabled,Looking East
114,RWIS (MTO),ER-39,Highway 62,Unknown,Highway 62 near Highway 33,43.988219,-77.250673,337,https://511on.ca/map/Cctv/337,Enabled,Looking Down
114,RWIS (MTO),ER-39,Highway 62,Unknown,Highway 62 near Highway 33,43.988219,-77.250673,338,https://511on.ca/map/Cctv/338,Enabled,Looking West
115,RWIS (MTO),ER-36,Highway 62,Unknown,Highway 62 near Wilson Road,44.33003,-77.4722138,339,https://511on.ca/map/Cctv/339,Enabled,Looking South
115,RWIS (MTO),ER-36,Highway 62,Unknown,Highway 62 near Wilson Road,44.33003,-77.4722138,340,https://511on.ca/map/Cctv/340,Enabled,Looking East
115,RWIS (MTO),ER-36,Highway 62,Unknown,Highway 62 near Wilson Road,44.33003,-77.4722138,341,https://511on.ca/map/Cctv/341,Enabled,Looking North
116,RWIS (MTO),ER-33,Highway 62,Unknown,Highway 62 near Jordan Lake Road,44.77897,-77.61997,342,https://511on.ca/map/Cctv/342,Enabled,Looking North
116,RWIS (MTO),ER-33,Highway 62,Unknown,Highway 62 near Jordan Lake Road,44.77897,-77.61997,343,https://511on.ca/map/Cctv/343,Enabled,Looking Down
116,RWIS (MTO),ER-33,Highway 62,Unknown,Highway 62 near Jordan Lake Road,44.77897,-77.61997,344,https://511on.ca/map/Cctv/344,Enabled,Looking South
117,RWIS (MTO),NE-05,Highway 66,Unknown,Highway 66 near Quebec border,48.144244,-79.530172,345,https://511on.ca/map/Cctv/345,Enabled,Looking East
117,RWIS (MTO),NE-05,Highway 66,Unknown,Highway 66 near Quebec border,48.144244,-79.530172,346,https://511on.ca/map/Cctv/346,Enabled,Looking West
117,RWIS (MTO),NE-05,Highway 66,Unknown,Highway 66 near Quebec border,48.144244,-79.530172,347,https://511on.ca/map/Cctv/347,Enabled,Looking Down
118,RWIS (MTO),NR-02P,Highway 69,Unknown,Highway 69 at Pointe Au Baril,45.570986,-80.339464,348,https://511on.ca/map/Cctv/348,Enabled,Looking East
119,RWIS (MTO),NR-5,Highway 69,Unknown,Highway 69 at Naiscoot River Bridge,45.65745,-80.41116,349,https://511on.ca/map/Cctv/349,Enabled,Looking South
119,RWIS (MTO),NR-5,Highway 69,Unknown,Highway 69 at Naiscoot River Bridge,45.65745,-80.41116,350,https://511on.ca/map/Cctv/350,Enabled,Looking Down
119,RWIS (MTO),NR-5,Highway 69,Unknown,Highway 69 at Naiscoot River Bridge,45.65745,-80.41116,351,https://511on.ca/map/Cctv/351,Enabled,Looking North
120,RWIS (MTO),NR-01P,Highway 69,Unknown,Highway 69 near French River Bridge,46.017664,-80.582861,352,https://511on.ca/map/Cctv/352,Enabled,Looking North
121,RWIS (MTO),NW-20,Highway 71,Unknown,Highway 71 near Maybrun Road,49.44753,-94.00313,353,https://511on.ca/map/Cctv/353,Enabled,Looking North
121,RWIS (MTO),NW-20,Highway 71,Unknown,Highway 71 near Maybrun Road,49.44753,-94.00313,354,https://511on.ca/map/Cctv/354,Enabled,Looking East
121,RWIS (MTO),NW-20,Highway 71,Unknown,Highway 71 near Maybrun Road,49.44753,-94.00313,355,https://511on.ca/map/Cctv/355,Enabled,Looking South
122,RWIS (MTO),NR-09P,Highway 101,Unknown,Highway 101 at Highway 547,48.045914,-84.548944,356,https://511on.ca/map/Cctv/356,Enabled,Looking South
124,RWIS (MTO),NE-04,Highway 101,Unknown,Highway 101 and Highway 129,47.750094,-83.389022,358,https://511on.ca/map/Cctv/358,Enabled,Looking Down
124,RWIS (MTO),NE-04,Highway 101,Unknown,Highway 101 and Highway 129,47.750094,-83.389022,359,https://511on.ca/map/Cctv/359,Enabled,Looking South
124,RWIS (MTO),NE-04,Highway 101,Unknown,Highway 101 and Highway 129,47.750094,-83.389022,360,https://511on.ca/map/Cctv/360,Enabled,Looking North
125,RWIS (MTO),NR-38,Highway 101,Unknown,Highway 101 at Highway 144,48.384534,-81.571918,361,https://511on.ca/map/Cctv/361,Enabled,Looking North
125,RWIS (MTO),NR-38,Highway 101,Unknown,Highway 101 at Highway 144,48.384534,-81.571918,362,https://511on.ca/map/Cctv/362,Enabled,Looking South
125,RWIS (MTO),NR-38,Highway 101,Unknown,Highway 101 at Highway 144,48.384534,-81.571918,363,https://511on.ca/map/Cctv/363,Enabled,Looking East
126,RWIS (MTO),NR-40,Highway 101,Unknown,Highway 101 at Mattawasaga River,48.52884,-79.623596,364,https://511on.ca/map/Cctv/364,Enabled,Looking East
126,RWIS (MTO),NR-40,Highway 101,Unknown,Highway 101 at Mattawasaga River,48.52884,-79.623596,365,https://511on.ca/map/Cctv/365,Enabled,Looking South
126,RWIS (MTO),NR-40,Highway 101,Unknown,Highway 101 at Mattawasaga River,48.52884,-79.623596,366,https://511on.ca/map/Cctv/366,Enabled,Looking West
127,RWIS (MTO),NW-29,Highway 105,Unknown,Highway 105 near Perrault Falls,50.194842,-93.207731,367,https://511on.ca/map/Cctv/367,Enabled,Looking North
127,RWIS (MTO),NW-29,Highway 105,Unknown,Highway 105 near Perrault Falls,50.194842,-93.207731,368,https://511on.ca/map/Cctv/368,Enabled,Looking Down
127,RWIS (MTO),NW-29,Highway 105,Unknown,Highway 105 near Perrault Falls,50.194842,-93.207731,369,https://511on.ca/map/Cctv/369,Enabled,Looking South
128,RWIS (MTO),ER-34,Highway 115,Unknown,Highway 115 near Tapley Quarter Line,44.15403,-78.49382,370,https://511on.ca/map/Cctv/370,Enabled,Looking West
128,RWIS (MTO),ER-34,Highway 115,Unknown,Highway 115 near Tapley Quarter Line,44.15403,-78.49382,371,https://511on.ca/map/Cctv/371,Enabled,Looking North
128,RWIS (MTO),ER-34,Highway 115,Unknown,Highway 115 near Tapley Quarter Line,44.15403,-78.49382,372,https://511on.ca/map/Cctv/372,Enabled,Looking East
129,RWIS (MTO),NR-45,Highway 118,Unknown,Highway 118 East of Peterson Road,45.0457,-78.7187,373,https://511on.ca/map/Cctv/373,Enabled,Looking West
129,RWIS (MTO),NR-45,Highway 118,Unknown,Highway 118 East of Peterson Road,45.0457,-78.7187,374,https://511on.ca/map/Cctv/374,Enabled,Looking North
129,RWIS (MTO),NR-45,Highway 118,Unknown,Highway 118 East of Peterson Road,45.0457,-78.7187,375,https://511on.ca/map/Cctv/375,Enabled,Looking East
130,RWIS (MTO),ER-42,Highway 118,Unknown,Highway 118 West of Essonville Line,45.004859,-78.305313,376,https://511on.ca/map/Cctv/376,Enabled,Looking North
130,RWIS (MTO),ER-42,Highway 118,Unknown,Highway 118 West of Essonville Line,45.004859,-78.305313,377,https://511on.ca/map/Cctv/377,Enabled,Looking South
130,RWIS (MTO),ER-42,Highway 118,Unknown,Highway 118 West of Essonville Line,45.004859,-78.305313,378,https://511on.ca/map/Cctv/378,Enabled,Looking Down
131,RWIS (MTO),NR-08P,Highway 129,Unknown,Highway 129 at Phillips Bay Road,46.354201,-83.474542,379,https://511on.ca/map/Cctv/379,Enabled,Looking East
132,RWIS (MTO),NR-04P,Highway 144,Unknown,Highway 144 at Old Highway 144,46.604706,-81.409897,380,https://511on.ca/map/Cctv/380,Enabled,Looking North
132,RWIS (MTO),NR-04P,Highway 144,Unknown,Highway 144 at Old Highway 144,46.604706,-81.409897,381,https://511on.ca/map/Cctv/381,Enabled,Looking South
133,RWIS (MTO),NR-30,Highway 144,Unknown,Highway 144 near Smoke Lake,46.86404,-81.6340017,382,https://511on.ca/map/Cctv/382,Enabled,Looking South
133,RWIS (MTO),NR-30,Highway 144,Unknown,Highway 144 near Smoke Lake,46.86404,-81.6340017,383,https://511on.ca/map/Cctv/383,Enabled,Looking Down
133,RWIS (MTO),NR-30,Highway 144,Unknown,Highway 144 near Smoke Lake,46.86404,-81.6340017,384,https://511on.ca/map/Cctv/384,Enabled,Looking North
134,RWIS (MTO),NR-39,Highway 144,Unknown,Highway 144 at Highway 661,47.70147,-81.73285,385,https://511on.ca/map/Cctv/385,Enabled,Looking West
134,RWIS (MTO),NR-39,Highway 144,Unknown,Highway 144 at Highway 661,47.70147,-81.73285,386,https://511on.ca/map/Cctv/386,Enabled,Looking Down
134,RWIS (MTO),NR-39,Highway 144,Unknown,Highway 144 at Highway 661,47.70147,-81.73285,387,https://511on.ca/map/Cctv/387,Enabled,Looking East
135,RWIS (MTO),CR-15,Highway 400,Unknown,Highway 400 near Highway 7,43.79456,-79.53942,388,https://511on.ca/map/Cctv/388,Enabled,Looking South
135,RWIS (MTO),CR-15,Highway 400,Unknown,Highway 400 near Highway 7,43.79456,-79.53942,389,https://511on.ca/map/Cctv/389,Enabled,Looking Down
135,RWIS (MTO),CR-15,Highway 400,Unknown,Highway 400 near Highway 7,43.79456,-79.53942,390,https://511on.ca/map/Cctv/390,Enabled,Looking North
136,RWIS (MTO),CR-16,Highway 400,Unknown,Highway 400 at Highway 9,44.03285,-79.594796,391,https://511on.ca/map/Cctv/391,Enabled,Looking South
136,RWIS (MTO),CR-16,Highway 400,Unknown,Highway 400 at Highway 9,44.03285,-79.594796,392,https://511on.ca/map/Cctv/392,Enabled,Looking Down
136,RWIS (MTO),CR-16,Highway 400,Unknown,Highway 400 at Highway 9,44.03285,-79.594796,393,https://511on.ca/map/Cctv/393,Enabled,Looking North
137,RWIS (MTO),CR-4,Highway 400,Unknown,Highway 400 near 11th Line,44.14852,-79.64267,394,https://511on.ca/map/Cctv/394,Enabled,Looking South
137,RWIS (MTO),CR-4,Highway 400,Unknown,Highway 400 near 11th Line,44.14852,-79.64267,395,https://511on.ca/map/Cctv/395,Enabled,Looking Down
137,RWIS (MTO),CR-4,Highway 400,Unknown,Highway 400 near 11th Line,44.14852,-79.64267,396,https://511on.ca/map/Cctv/396,Enabled,Looking North
138,RWIS (MTO),CR-5,Highway 400,Unknown,Highway 400 near Innisfil Beach Road,44.30122,-79.68367,397,https://511on.ca/map/Cctv/397,Enabled,Looking South
138,RWIS (MTO),CR-5,Highway 400,Unknown,Highway 400 near Innisfil Beach Road,44.30122,-79.68367,398,https://511on.ca/map/Cctv/398,Enabled,Looking Down
138,RWIS (MTO),CR-5,Highway 400,Unknown,Highway 400 near Innisfil Beach Road,44.30122,-79.68367,399,https://511on.ca/map/Cctv/399,Enabled,Looking North
139,RWIS (MTO),CR-29,Highway 400,Unknown,Highway 400 at Highway 12,44.746864,-79.702146,400,https://511on.ca/map/Cctv/400,Enabled,Looking North
139,RWIS (MTO),CR-29,Highway 400,Unknown,Highway 400 at Highway 12,44.746864,-79.702146,401,https://511on.ca/map/Cctv/401,Enabled,Looking Down
139,RWIS (MTO),CR-29,Highway 400,Unknown,Highway 400 at Highway 12,44.746864,-79.702146,402,https://511on.ca/map/Cctv/402,Enabled,Looking South
140,RWIS (MTO),NR-3,Highway 400,Unknown,Highway 400 near Bay Road,44.91844,-79.774711,403,https://511on.ca/map/Cctv/403,Enabled,Looking South
140,RWIS (MTO),NR-3,Highway 400,Unknown,Highway 400 near Bay Road,44.91844,-79.774711,404,https://511on.ca/map/Cctv/404,Enabled,Looking West
140,RWIS (MTO),NR-3,Highway 400,Unknown,Highway 400 near Bay Road,44.91844,-79.774711,405,https://511on.ca/map/Cctv/405,Enabled,Looking North
141,RWIS (MTO),NR-1,Highway 400,Unknown,Highway 400 at Highway 518,45.33142,-79.96399,406,https://511on.ca/map/Cctv/406,Enabled,Looking South
141,RWIS (MTO),NR-1,Highway 400,Unknown,Highway 400 at Highway 518,45.33142,-79.96399,407,https://511on.ca/map/Cctv/407,Enabled,Looking North
141,RWIS (MTO),NR-1,Highway 400,Unknown,Highway 400 at Highway 518,45.33142,-79.96399,408,https://511on.ca/map/Cctv/408,Enabled,Looking West
142,RWIS (MTO),WR-19,Highway 401,Unknown,Highway 401 near Concession Road 10,42.24194,-82.91183,409,https://511on.ca/map/Cctv/409,Enabled,Looking East
142,RWIS (MTO),WR-19,Highway 401,Unknown,Highway 401 near Concession Road 10,42.24194,-82.91183,410,https://511on.ca/map/Cctv/410,Enabled,Looking Down
142,RWIS (MTO),WR-19,Highway 401,Unknown,Highway 401 near Concession Road 10,42.24194,-82.91183,411,https://511on.ca/map/Cctv/411,Enabled,Looking West
143,RWIS (MTO),WR-39,Highway 401,Unknown,Highway 401 near Highway 2,42.27505,-82.40335,412,https://511on.ca/map/Cctv/412,Enabled,Looking East
143,RWIS (MTO),WR-39,Highway 401,Unknown,Highway 401 near Highway 2,42.27505,-82.40335,413,https://511on.ca/map/Cctv/413,Enabled,Looking South
143,RWIS (MTO),WR-39,Highway 401,Unknown,Highway 401 near Highway 2,42.27505,-82.40335,414,https://511on.ca/map/Cctv/414,Enabled,Looking West
144,RWIS (MTO),WR-22,Highway 401,Unknown,Highway 401 near Regional Road 76,42.5965,-81.65468,415,https://511on.ca/map/Cctv/415,Enabled,Looking North
144,RWIS (MTO),WR-22,Highway 401,Unknown,Highway 401 near Regional Road 76,42.5965,-81.65468,416,https://511on.ca/map/Cctv/416,Enabled,Looking West
144,RWIS (MTO),WR-22,Highway 401,Unknown,Highway 401 near Regional Road 76,42.5965,-81.65468,417,https://511on.ca/map/Cctv/417,Enabled,Looking South
145,RWIS (MTO),WR-23,Highway 401,Unknown,Highway 401 near Regional Road 18,42.8171,-81.315,418,https://511on.ca/map/Cctv/418,Enabled,Looking North
145,RWIS (MTO),WR-23,Highway 401,Unknown,Highway 401 near Regional Road 18,42.8171,-81.315,419,https://511on.ca/map/Cctv/419,Enabled,Looking East
145,RWIS (MTO),WR-23,Highway 401,Unknown,Highway 401 near Regional Road 18,42.8171,-81.315,420,https://511on.ca/map/Cctv/420,Enabled,Looking South
146,RWIS (MTO),WR-7,Highway 401,Unknown,Highway 401 near Regional Road 20,42.97263,-80.97228,421,https://511on.ca/map/Cctv/421,Enabled,Looking East
146,RWIS (MTO),WR-7,Highway 401,Unknown,Highway 401 near Regional Road 20,42.97263,-80.97228,422,https://511on.ca/map/Cctv/422,Enabled,Looking South
146,RWIS (MTO),WR-7,Highway 401,Unknown,Highway 401 near Regional Road 20,42.97263,-80.97228,423,https://511on.ca/map/Cctv/423,Enabled,Looking West
147,RWIS (MTO),WR-10,Highway 401,Unknown,Highway 401 near Highway 403,43.124,-80.69433,424,https://511on.ca/map/Cctv/424,Enabled,Looking North
147,RWIS (MTO),WR-10,Highway 401,Unknown,Highway 401 near Highway 403,43.124,-80.69433,425,https://511on.ca/map/Cctv/425,Enabled,Looking Down
147,RWIS (MTO),WR-10,Highway 401,Unknown,Highway 401 near Highway 403,43.124,-80.69433,426,https://511on.ca/map/Cctv/426,Enabled,Looking South
148,RWIS (MTO),WR-28,Highway 401,Unknown,Highway 401 near Highway 8,43.40299,-80.37574,427,https://511on.ca/map/Cctv/427,Enabled,Looking East
148,RWIS (MTO),WR-28,Highway 401,Unknown,Highway 401 near Highway 8,43.40299,-80.37574,428,https://511on.ca/map/Cctv/428,Enabled,Looking South
148,RWIS (MTO),WR-28,Highway 401,Unknown,Highway 401 near Highway 8,43.40299,-80.37574,429,https://511on.ca/map/Cctv/429,Enabled,Looking West
149,RWIS (MTO),WR-4,Highway 401,Unknown,Highway 401 near Highway 6,43.4499,-80.14992,430,https://511on.ca/map/Cctv/430,Enabled,Looking East
149,RWIS (MTO),WR-4,Highway 401,Unknown,Highway 401 near Highway 6,43.4499,-80.14992,431,https://511on.ca/map/Cctv/431,Enabled,Looking South
149,RWIS (MTO),WR-4,Highway 401,Unknown,Highway 401 near Highway 6,43.4499,-80.14992,432,https://511on.ca/map/Cctv/432,Enabled,Looking West
150,RWIS (MTO),CR-27,Highway 401,Unknown,Highway 401 west of Appleby Line,43.503728,-79.95712,433,https://511on.ca/map/Cctv/433,Enabled,Looking West
150,RWIS (MTO),CR-27,Highway 401,Unknown,Highway 401 west of Appleby Line,43.503728,-79.95712,434,https://511on.ca/map/Cctv/434,Enabled,Looking South
150,RWIS (MTO),CR-27,Highway 401,Unknown,Highway 401 west of Appleby Line,43.503728,-79.95712,435,https://511on.ca/map/Cctv/435,Enabled,Looking East
151,RWIS (MTO),CR-11,Highway 401,Unknown,Highway 401 near Highway 427,43.679,-79.57753,436,https://511on.ca/map/Cctv/436,Enabled,Looking North
151,RWIS (MTO),CR-11,Highway 401,Unknown,Highway 401 near Highway 427,43.679,-79.57753,437,https://511on.ca/map/Cctv/437,Enabled,Looking Down
151,RWIS (MTO),CR-11,Highway 401,Unknown,Highway 401 near Highway 427,43.679,-79.57753,438,https://511on.ca/map/Cctv/438,Enabled,Looking South
152,RWIS (MTO),CR-17,Highway 401,Unknown,Highway 401 near Midland Avenue,43.77745,-79.27547,439,https://511on.ca/map/Cctv/439,Enabled,Looking East
152,RWIS (MTO),CR-17,Highway 401,Unknown,Highway 401 near Midland Avenue,43.77745,-79.27547,440,https://511on.ca/map/Cctv/440,Enabled,Looking Down
152,RWIS (MTO),CR-17,Highway 401,Unknown,Highway 401 near Midland Avenue,43.77745,-79.27547,441,https://511on.ca/map/Cctv/441,Enabled,Looking West
153,RWIS (MTO),CR-18,Highway 401,Unknown,Highway 401 near Thickson Road,43.86936,-78.9015,442,https://511on.ca/map/Cctv/442,Enabled,Looking West
153,RWIS (MTO),CR-18,Highway 401,Unknown,Highway 401 near Thickson Road,43.86936,-78.9015,443,https://511on.ca/map/Cctv/443,Enabled,Looking Down
153,RWIS (MTO),CR-18,Highway 401,Unknown,Highway 401 near Thickson Road,43.86936,-78.9015,444,https://511on.ca/map/Cctv/444,Enabled,Looking East
154,RWIS (MTO),CR-19,Highway 401,Unknown,Highway 401 near Newtonville Road,43.93584,-78.46915,445,https://511on.ca/map/Cctv/445,Enabled,Looking East
154,RWIS (MTO),CR-19,Highway 401,Unknown,Highway 401 near Newtonville Road,43.93584,-78.46915,446,https://511on.ca/map/Cctv/446,Enabled,Looking South
154,RWIS (MTO),CR-19,Highway 401,Unknown,Highway 401 near Newtonville Road,43.93584,-78.46915,447,https://511on.ca/map/Cctv/447,Enabled,Looking West
155,RWIS (MTO),ER-6,Highway 401,Unknown,Highway 401 near Aird Street,44.00451,-78.02619166,448,https://511on.ca/map/Cctv/448,Enabled,Looking East
155,RWIS (MTO),ER-6,Highway 401,Unknown,Highway 401 near Aird Street,44.00451,-78.02619166,449,https://511on.ca/map/Cctv/449,Enabled,Looking South
155,RWIS (MTO),ER-6,Highway 401,Unknown,Highway 401 near Aird Street,44.00451,-78.02619166,450,https://511on.ca/map/Cctv/450,Enabled,Looking West
156,RWIS (MTO),ER-35,Highway 401,Unknown,Highway 401 near County Road 30,44.07472,-77.7686359,451,https://511on.ca/map/Cctv/451,Enabled,Looking East
156,RWIS (MTO),ER-35,Highway 401,Unknown,Highway 401 near County Road 30,44.07472,-77.7686359,452,https://511on.ca/map/Cctv/452,Enabled,Looking North
156,RWIS (MTO),ER-35,Highway 401,Unknown,Highway 401 near County Road 30,44.07472,-77.7686359,453,https://511on.ca/map/Cctv/453,Enabled,Looking West
157,RWIS (MTO),ER-7,Highway 401,Unknown,Highway 401 near Quinte West RR 33,44.12777,-77.594311,454,https://511on.ca/map/Cctv/454,Enabled,Looking East
157,RWIS (MTO),ER-7,Highway 401,Unknown,Highway 401 near Quinte West RR 33,44.12777,-77.594311,455,https://511on.ca/map/Cctv/455,Enabled,Looking Down
157,RWIS (MTO),ER-7,Highway 401,Unknown,Highway 401 near Quinte West RR 33,44.12777,-77.594311,456,https://511on.ca/map/Cctv/456,Enabled,Looking West
158,RWIS (MTO),ER-23,Highway 401,Unknown,Highway 401 at Salmon River Bridge,44.22886,-77.178575,457,https://511on.ca/map/Cctv/457,Enabled,Looking East
158,RWIS (MTO),ER-23,Highway 401,Unknown,Highway 401 at Salmon River Bridge,44.22886,-77.178575,458,https://511on.ca/map/Cctv/458,Enabled,Looking South
158,RWIS (MTO),ER-23,Highway 401,Unknown,Highway 401 at Salmon River Bridge,44.22886,-77.178575,459,https://511on.ca/map/Cctv/459,Enabled,Looking West
159,RWIS (MTO),ER-5,Highway 401,Unknown,Highway 401 at Palace Road,44.27127,-76.921411,460,https://511on.ca/map/Cctv/460,Enabled,Looking East
159,RWIS (MTO),ER-5,Highway 401,Unknown,Highway 401 at Palace Road,44.27127,-76.921411,461,https://511on.ca/map/Cctv/461,Enabled,Looking South
159,RWIS (MTO),ER-5,Highway 401,Unknown,Highway 401 at Palace Road,44.27127,-76.921411,462,https://511on.ca/map/Cctv/462,Enabled,Looking West
160,RWIS (MTO),ER-9,Highway 401,Unknown,Highway 401 near Highway 38,44.28667,-76.5714722,463,https://511on.ca/map/Cctv/463,Enabled,Looking East
160,RWIS (MTO),ER-9,Highway 401,Unknown,Highway 401 near Highway 38,44.28667,-76.5714722,464,https://511on.ca/map/Cctv/464,Enabled,Looking South
160,RWIS (MTO),ER-9,Highway 401,Unknown,Highway 401 near Highway 38,44.28667,-76.5714722,465,https://511on.ca/map/Cctv/465,Enabled,Looking West
161,RWIS (MTO),ER-21,Highway 401,Unknown,Highway 401 at Reynolds Road,44.37806,-76.007555,466,https://511on.ca/map/Cctv/466,Enabled,Looking West
161,RWIS (MTO),ER-21,Highway 401,Unknown,Highway 401 at Reynolds Road,44.37806,-76.007555,467,https://511on.ca/map/Cctv/467,Enabled,Looking North
161,RWIS (MTO),ER-21,Highway 401,Unknown,Highway 401 at Reynolds Road,44.37806,-76.007555,468,https://511on.ca/map/Cctv/468,Enabled,Looking East
162,RWIS (MTO),ER-10,Highway 401,Unknown,Highway 401 near Augusta Road,44.61277,-75.6837527,469,https://511on.ca/map/Cctv/469,Enabled,Looking East
162,RWIS (MTO),ER-10,Highway 401,Unknown,Highway 401 near Augusta Road,44.61277,-75.6837527,470,https://511on.ca/map/Cctv/470,Enabled,Looking South
162,RWIS (MTO),ER-10,Highway 401,Unknown,Highway 401 near Augusta Road,44.61277,-75.6837527,471,https://511on.ca/map/Cctv/471,Enabled,Looking West
163,RWIS (MTO),ER-3,Highway 401,Unknown,Highway 401 at Highway 416,44.748608,-75.488696,472,https://511on.ca/map/Cctv/472,Enabled,Looking East
163,RWIS (MTO),ER-3,Highway 401,Unknown,Highway 401 at Highway 416,44.748608,-75.488696,473,https://511on.ca/map/Cctv/473,Enabled,Looking South
163,RWIS (MTO),ER-3,Highway 401,Unknown,Highway 401 at Highway 416,44.748608,-75.488696,474,https://511on.ca/map/Cctv/474,Enabled,Looking East
164,RWIS (MTO),ER-8,Highway 401,Unknown,Highway 401 near Regional Road 31,44.9177,-75.1969833,475,https://511on.ca/map/Cctv/475,Enabled,Looking East
164,RWIS (MTO),ER-8,Highway 401,Unknown,Highway 401 near Regional Road 31,44.9177,-75.1969833,476,https://511on.ca/map/Cctv/476,Enabled,Looking South
164,RWIS (MTO),ER-8,Highway 401,Unknown,Highway 401 near Regional Road 31,44.9177,-75.1969833,477,https://511on.ca/map/Cctv/477,Enabled,Looking West
165,RWIS (MTO),ER-13,Highway 401,Unknown,Highway 401 near Highway 138,45.05266,-74.7749388,478,https://511on.ca/map/Cctv/478,Enabled,Looking East
165,RWIS (MTO),ER-13,Highway 401,Unknown,Highway 401 near Highway 138,45.05266,-74.7749388,479,https://511on.ca/map/Cctv/479,Enabled,Looking South
165,RWIS (MTO),ER-13,Highway 401,Unknown,Highway 401 near Highway 138,45.05266,-74.7749388,480,https://511on.ca/map/Cctv/480,Enabled,Looking West
166,RWIS (MTO),ER-14,Highway 401,Unknown,Highway 401 at 4th Line Road,45.19166,-74.3825388,481,https://511on.ca/map/Cctv/481,Enabled,Looking North
166,RWIS (MTO),ER-14,Highway 401,Unknown,Highway 401 at 4th Line Road,45.19166,-74.3825388,482,https://511on.ca/map/Cctv/482,Enabled,Looking East
166,RWIS (MTO),ER-14,Highway 401,Unknown,Highway 401 at 4th Line Road,45.19166,-74.3825388,483,https://511on.ca/map/Cctv/483,Enabled,Looking South
167,RWIS (MTO),WR-24,Highway 402,Unknown,Highway 402 near Camlache Road,42.99247,-82.1938815,484,https://511on.ca/map/Cctv/484,Enabled,Looking West
167,RWIS (MTO),WR-24,Highway 402,Unknown,Highway 402 near Camlache Road,42.99247,-82.1938815,485,https://511on.ca/map/Cctv/485,Enabled,Looking North
167,RWIS (MTO),WR-24,Highway 402,Unknown,Highway 402 near Camlache Road,42.99247,-82.1938815,486,https://511on.ca/map/Cctv/486,Enabled,Looking East
168,RWIS (MTO),WR-9,Highway 402,Unknown,Highway 402 near Inadale Drive,42.95455,-81.5285,487,https://511on.ca/map/Cctv/487,Enabled,Looking East
168,RWIS (MTO),WR-9,Highway 402,Unknown,Highway 402 near Inadale Drive,42.95455,-81.5285,488,https://511on.ca/map/Cctv/488,Enabled,Looking South
168,RWIS (MTO),WR-9,Highway 402,Unknown,Highway 402 near Inadale Drive,42.95455,-81.5285,489,https://511on.ca/map/Cctv/489,Enabled,Looking West
170,RWIS (MTO),CR-23,Highway 404,Unknown,Highway 404 near Highway 401,43.77,-79.33861,493,https://511on.ca/map/Cctv/493,Enabled,Looking North
170,RWIS (MTO),CR-23,Highway 404,Unknown,Highway 404 near Highway 401,43.77,-79.33861,494,https://511on.ca/map/Cctv/494,Enabled,Looking Down
170,RWIS (MTO),CR-23,Highway 404,Unknown,Highway 404 near Highway 401,43.77,-79.33861,495,https://511on.ca/map/Cctv/495,Enabled,Looking West
170,RWIS (MTO),CR-23,Highway 404,Unknown,Highway 404 near Highway 401,43.77,-79.33861,496,https://511on.ca/map/Cctv/496,Enabled,Looking Down
170,RWIS (MTO),CR-23,Highway 404,Unknown,Highway 404 near Highway 401,43.77,-79.33861,497,https://511on.ca/map/Cctv/497,Enabled,Looking North
171,RWIS (MTO),CR-14,Highway 404,Unknown,Highway 404 near Bloomington Road,43.9944252744909,-79.3957661134156,498,https://511on.ca/map/Cctv/498,Enabled,Looking South
171,RWIS (MTO),CR-14,Highway 404,Unknown,Highway 404 near Bloomington Road,43.9944252744909,-79.3957661134156,499,https://511on.ca/map/Cctv/499,Enabled,Looking Down
171,RWIS (MTO),CR-14,Highway 404,Unknown,Highway 404 near Bloomington Road,43.9944252744909,-79.3957661134156,500,https://511on.ca/map/Cctv/500,Enabled,Looking North
172,RWIS (MTO),CR-30,Highway 404,Unknown,Highway 404 at Boag Road,44.17772,-79.448193,501,https://511on.ca/map/Cctv/501,Enabled,Looking South
172,RWIS (MTO),CR-30,Highway 404,Unknown,Highway 404 at Boag Road,44.17772,-79.448193,502,https://511on.ca/map/Cctv/502,Enabled,Looking North
172,RWIS (MTO),CR-30,Highway 404,Unknown,Highway 404 at Boag Road,44.17772,-79.448193,503,https://511on.ca/map/Cctv/503,Enabled,Looking Down
173,RWIS (MTO),ER-32,Highway 416,Unknown,Highway 416 near Rideau River,45.082,-75.634416,504,https://511on.ca/map/Cctv/504,Enabled,Looking West
173,RWIS (MTO),ER-32,Highway 416,Unknown,Highway 416 near Rideau River,45.082,-75.634416,505,https://511on.ca/map/Cctv/505,Enabled,Looking Down
173,RWIS (MTO),ER-32,Highway 416,Unknown,Highway 416 near Rideau River,45.082,-75.634416,506,https://511on.ca/map/Cctv/506,Enabled,Looking East
174,RWIS (MTO),ER-41,Highway 416,Unknown,Highway 416 / 417 IC (1),45.341319,-75.814679,507,https://511on.ca/map/Cctv/507,Enabled,Looking South
174,RWIS (MTO),ER-41,Highway 416,Unknown,Highway 416 / 417 IC (1),45.341319,-75.814679,508,https://511on.ca/map/Cctv/508,Enabled,Looking North
174,RWIS (MTO),ER-41,Highway 416,Unknown,Highway 416 / 417 IC (1),45.341319,-75.814679,509,https://511on.ca/map/Cctv/509,Enabled,Looking Down
